,region,date,ano,trimestre,fgt0,fgt1,fgt2,a25,a50,a75,ingreso_promedio,ingreso_mediana,salario_minimo,kaitz_indice,time,kaitz_pre,treated,event_time,event_id,unit_id
1302,Manabí,2005-10-01,2005,4,0.603803242263302,0.287367552970555,0.177018763869985,0.103028124490353,0.194309347929058,0.27826097788945,75.0540511756384,52.0435136440774,150.0,2.88220355423812,20,2.06505844287874,1,2,16,Manabí_e16
1303,Manabí,2006-01-01,2006,1,0.655178621222429,0.294386672232178,0.177356814373346,0.0614765090540087,0.123378514415074,0.185814806878609,74.9497176115888,62.2647775316001,160.0,2.56967111010391,21,2.06505844287874,1,3,16,Manabí_e16
1304,Manabí,2006-04-01,2006,2,0.541956775151558,0.221182407399369,0.126417239642863,0.0676203711808788,0.132685074596014,0.195582413830825,96.1708225049691,76.1507249546567,160.0,2.10109621537117,22,2.06505844287874,1,4,16,Manabí_e16
1305,Pichincha,2004-04-01,2004,2,0.17125261645412,0.0647847480002757,0.0327212489527541,0.0764703474317225,0.149031220139631,0.220764933194689,180.994563285126,128.192335952358,135.63,1.05801956873932,14,0.970280675694685,0,-4,16,Pichincha_e16
1306,Pichincha,2004-07-01,2004,3,0.151562477739714,0.0559251841998383,0.0301929853071583,0.0754133197575251,0.145596991195909,0.211273590191669,177.312615963979,122.05007310357,135.63,1.11126520903356,15,0.970280675694685,0,-3,16,Pichincha_e16
1307,Pichincha,2004-10-01,2004,4,0.174475111876999,0.0639297927200493,0.0333317736031126,0.0896301347657629,0.170124743595902,0.242603023014409,186.572815135267,126.156361467664,135.63,1.07509441792806,16,0.970280675694685,0,-2,16,Pichincha_e16
1308,Pichincha,2005-01-01,2005,1,0.0991993784544772,0.0360831123516795,0.0181325966250516,0.0658245884150344,0.128097177304331,0.187624979939381,205.582458712375,154.59444236855,150.0,0.970280675694685,17,0.970280675694685,0,-1,16,Pichincha_e16
1309,Pichincha,2005-04-01,2005,2,0.140088310195086,0.0448008506411548,0.0215499416197649,0.0792674928996542,0.153550053072726,0.224122926795445,201.813257062256,140.142974713767,150.0,1.07033549349416,18,0.970280675694685,0,0,16,Pichincha_e16
1310,Pichincha,2005-07-01,2005,3,0.178067679880598,0.0691570875835528,0.0390865924571343,0.0966399000658383,0.185689699716706,0.275627586846652,203.653820002485,139.171340795728,150.0,1.07780811151461,19,0.970280675694685,0,1,16,Pichincha_e16
1311,Pichincha,2005-10-01,2005,4,0.17800718408158,0.0676787735830545,0.0377056561192945,0.0864257951182695,0.164653004320761,0.238474861079509,182.506673925754,133.081911588746,150.0,1.12712537871815,20,0.970280675694685,0,2,16,Pichincha_e16
1312,Pichincha,2006-01-01,2006,1,0.211751844488123,0.0770315968912158,0.0364935468720424,0.0675857916806703,0.130584148919822,0.190978855689975,180.256368912013,139.669292097979,160.0,1.14556319142621,21,0.970280675694685,0,3,16,Pichincha_e16
1313,Pichincha,2006-04-01,2006,2,0.223573622945596,0.0840945514353028,0.0413192306694404,0.0613167896442871,0.120691126249368,0.178197789786541,175.393606083932,144.456785929116,160.0,1.10759767338664,22,0.970280675694685,0,4,16,Pichincha_e16
1314,Sierra,2004-04-01,2004,2,0.3829599482021,0.145069298996949,0.0815010811523483,0.0746943826092688,0.147980168707049,0.220490799227739,112.674750227966,80.6007503418406,135.63,1.68273867705662,14,1.4543023773471,0,-4,16,Sierra_e16
1315,Sierra,2004-07-01,2004,3,0.53663201160367,0.269983011707066,0.178279611013085,0.0918371591990638,0.184386346716459,0.288352336406236,80.0189386838208,60.1776441592568,135.63,2.25382701325201,15,1.4543023773471,0,-3,16,Sierra_e16
1316,Sierra,2004-10-01,2004,4,0.517454127270432,0.251365961318402,0.160614795990955,0.0863028058375385,0.1717281215858,0.26319684082449,82.4797820713092,61.3241444808642,135.63,2.21169004717746,16,1.4543023773471,0,-2,16,Sierra_e16
1317,Sierra,2005-01-01,2005,1,0.286190894303791,0.108471565969089,0.0597815762282369,0.0626356964488585,0.125775613584704,0.194991709923347,122.949407481726,103.142236674072,150.0,1.4543023773471,17,1.4543023773471,0,-1,16,Sierra_e16
1318,Sierra,2005-04-01,2005,2,0.317189337266242,0.127315288131194,0.0644548156004639,0.069351729541988,0.138897162571024,0.212703331476216,124.429917687218,96.2239927353106,150.0,1.55886277149832,18,1.4543023773471,0,0,16,Sierra_e16
1319,Sierra,2005-07-01,2005,3,0.364916643016968,0.160797035315745,0.102227082855391,0.0857635412582006,0.173284525383086,0.273013346559235,120.174437250001,89.1860051135993,150.0,1.68187822527694,19,1.4543023773471,0,1,16,Sierra_e16
1320,Sierra,2005-10-01,2005,4,0.45931381432056,0.216784414014698,0.138104895575745,0.0838572431774906,0.167232284696068,0.256688473356215,90.5145033513648,70.3534436296163,150.0,2.13209179624088,20,1.4543023773471,0,2,16,Sierra_e16
1321,Sierra,2006-01-01,2006,1,0.358646996928622,0.14692344796393,0.0766203106661037,0.069087943193841,0.136110068904006,0.20310929405539,136.442601743418,108.155353108708,160.0,1.47935349847347,21,1.4543023773471,0,3,16,Sierra_e16
1322,Sierra,2006-04-01,2006,2,0.408222479628669,0.163153988373244,0.0967689559980941,0.0710643864660612,0.143422243211973,0.218670761001881,133.755930391309,103.567830537759,160.0,1.54488125481847,22,1.4543023773471,0,4,16,Sierra_e16
1323,Amazonía,2004-07-01,2004,3,0.537948052935851,0.292889980856225,0.198647443288204,0.0880519574951231,0.178623353303565,0.277350590736316,77.4254084506328,56.9482022325174,135.63,2.38163795665099,15,1.41217995498509,0,-4,17,Amazonía_e17
1324,Amazonía,2004-10-01,2004,4,0.498657228266292,0.247718319206625,0.160679141769274,0.0843258020301618,0.171491271103588,0.273967656586048,85.658118063273,65.334970092054,135.63,2.07591738098148,16,1.41217995498509,0,-3,17,Amazonía_e17
1325,Amazonía,2005-01-01,2005,1,0.201241517354224,0.0794623358708741,0.0442333816556315,0.0487320723476351,0.101553845827812,0.169840882304098,124.51891997524,100.681183920108,150.0,1.48985137202029,17,1.41217995498509,0,-2,17,Amazonía_e17
1326,Amazonía,2005-04-01,2005,2,0.222091025220632,0.0691859614992644,0.0359866858614261,0.0496681571477889,0.101681139651493,0.164155440952685,127.792395722978,106.218757369052,150.0,1.41217995498509,18,1.41217995498509,0,-1,17,Amazonía_e17
1327,Amazonía,2005-07-01,2005,3,0.27905162129948,0.109922986125094,0.0633267670890094,0.0712840783560009,0.14299373367846,0.222552021750292,134.556058346661,104.912376647593,150.0,1.42976457871943,19,1.41217995498509,0,0,17,Amazonía_e17
1328,Amazonía,2005-10-01,2005,4,0.447891511848298,0.230693708041028,0.144282883252647,0.0808031686227624,0.162734147558874,0.24976179342203,90.5377005773869,76.6700756847038,150.0,1.95643474537389,20,1.41217995498509,0,1,17,Amazonía_e17
1329,Amazonía,2006-01-01,2006,1,0.262505319883829,0.0969291663494083,0.0528842167749136,0.0538421218795947,0.105749817030189,0.157222525055903,135.971997047891,108.817214446982,160.0,1.47035559413217,21,1.41217995498509,0,2,17,Amazonía_e17
1330,Amazonía,2006-04-01,2006,2,0.34490991820472,0.12331538681974,0.0590131427128807,0.0607359772410586,0.120641071603334,0.182846874469987,141.290004868845,110.772322112621,160.0,1.44440413406997,22,1.41217995498509,0,3,17,Amazonía_e17
1331,Amazonía,2006-07-01,2006,3,0.293830234585665,0.108019533200521,0.0588844365591675,0.0698630185409077,0.138491155164357,0.208473982300658,164.546957527338,124.026997642037,160.0,1.29004170899781,23,1.41217995498509,0,4,17,Amazonía_e17
1332,Azuay,2004-07-01,2004,3,0.393110978289016,0.174277459536017,0.107448547716592,0.0714900551480817,0.142153460483622,0.213047433123782,98.9042565010206,84.5166037464595,135.63,1.60477342898059,15,1.21697512155804,0,-4,17,Azuay_e17
1333,Azuay,2004-10-01,2004,4,0.300528212870119,0.157779601175199,0.106538910512368,0.0801957453231894,0.160074551046079,0.242681856725673,117.042416707853,96.1609327315628,135.63,1.41044804940294,16,1.21697512155804,0,-3,17,Azuay_e17
1334,Azuay,2005-01-01,2005,1,0.132509568312127,0.0411656580717501,0.0181686523131289,0.0596828590512618,0.115241764699265,0.167172400938206,157.846660968752,118.053489958593,150.0,1.27061046693844,17,1.21697512155804,0,-2,17,Azuay_e17
1335,Azuay,2005-04-01,2005,2,0.179044290240279,0.083254174801731,0.0484325885582877,0.0763323476999291,0.147520351504728,0.214800130128399,161.088303539922,123.256422701527,150.0,1.21697512155804,18,1.21697512155804,0,-1,17,Azuay_e17
1336,Azuay,2005-07-01,2005,3,0.239749457002544,0.093162323480036,0.050339757628202,0.0932465419265164,0.177985197907929,0.264303651338788,158.186207327144,111.511716363575,150.0,1.34515013212546,19,1.21697512155804,0,0,17,Azuay_e17
1337,Azuay,2005-10-01,2005,4,0.283959372527952,0.118626151538347,0.0710526575227503,0.0732136882426752,0.144966104496763,0.217697213709574,127.884182053092,101.817437305814,150.0,1.47322505819378,20,1.21697512155804,0,1,17,Azuay_e17
1338,Azuay,2006-01-01,2006,1,0.247630090713104,0.102424166309911,0.0584676902173439,0.0604243352833903,0.120540975199079,0.180856497932918,158.325914025825,135.723465088156,160.0,1.17886763277136,21,1.21697512155804,0,2,17,Azuay_e17
1339,Azuay,2006-04-01,2006,2,0.217194269439693,0.0866297185372245,0.0486541837521475,0.0571320896222506,0.114117756458784,0.172821704868056,166.920902426521,137.272703081812,160.0,1.16556311930889,22,1.21697512155804,0,3,17,Azuay_e17
1340,Azuay,2006-07-01,2006,3,0.212494527427108,0.0876249357620076,0.054661088935134,0.0698392490989227,0.140885286338986,0.222851778480655,191.32342751677,154.344078142925,160.0,1.03664489059203,23,1.21697512155804,0,4,17,Azuay_e17
1341,"Costa, Santo Domingo",2004-07-01,2004,3,0.606159360402849,0.304270186783716,0.192311697609658,0.106452410588978,0.20088548500521,0.284486909692265,77.0716266964462,50.726619224872,135.63,2.67374412236601,15,1.62951643482754,1,-4,17,"Costa, Santo Domingo_e17"
1342,"Costa, Santo Domingo",2004-10-01,2004,4,0.596849181861906,0.310718498415056,0.209002843912153,0.0885392006200686,0.178312292574021,0.272267917327588,70.9799911083359,55.1412055308287,135.63,2.45968507025424,16,1.62951643482754,1,-3,17,"Costa, Santo Domingo_e17"
1343,"Costa, Santo Domingo",2005-01-01,2005,1,0.335715976298985,0.174921796418595,0.114547957074186,0.0605301789214052,0.122981942114172,0.187369212252553,89.2212169898445,71.4195837031399,150.0,2.10026427238059,17,1.62951643482754,1,-2,17,"Costa, Santo Domingo_e17"
1344,"Costa, Santo Domingo",2005-04-01,2005,2,0.27597094665228,0.159839825148142,0.115214347294883,0.0709705312652881,0.151015679800962,0.257833491850852,108.528468456506,92.0518485079749,150.0,1.62951643482754,18,1.62951643482754,1,-1,17,"Costa, Santo Domingo_e17"
1345,"Costa, Santo Domingo",2005-07-01,2005,3,0.416070799768649,0.172313436406801,0.0909104478554693,0.0706840692316612,0.138972220114747,0.204338164309131,101.092616270273,82.8710843001407,150.0,1.81004027239143,19,1.62951643482754,1,0,17,"Costa, Santo Domingo_e17"
1346,"Costa, Santo Domingo",2005-10-01,2005,4,0.541151705338704,0.27845587464585,0.180419065812065,0.0877946652841887,0.177975500859581,0.279075666813035,78.4141199718216,54.7911629356571,150.0,2.7376677544908,20,1.62951643482754,1,1,17,"Costa, Santo Domingo_e17"
1347,"Costa, Santo Domingo",2006-01-01,2006,1,0.325751591215563,0.152813779784616,0.0815938234040158,0.0612805997557392,0.121955850870721,0.182058601269776,129.067270982894,113.293667464179,160.0,1.41225898658977,21,1.62951643482754,1,2,17,"Costa, Santo Domingo_e17"
1348,"Costa, Santo Domingo",2006-04-01,2006,2,0.44141901879104,0.169895545084746,0.095568499940328,0.07139885319085,0.140804114857247,0.208030297336216,121.177602412873,87.2742448616278,160.0,1.83330145398196,22,1.62951643482754,1,3,17,"Costa, Santo Domingo_e17"
1349,"Costa, Santo Domingo",2006-07-01,2006,3,0.440142418576467,0.175356012551757,0.0952823762716445,0.0792184586914317,0.156899181491385,0.241581252984986,129.43438311932,89.3754500729673,160.0,1.79020077514993,23,1.62951643482754,1,4,17,"Costa, Santo Domingo_e17"
1350,El Oro,2004-07-01,2004,3,0.39125735038627,0.162286214864989,0.0900880114561862,0.0794503442429494,0.149447648835936,0.212277746120876,97.1167252712962,77.8060365955654,135.63,1.74318093986721,15,1.57476501088029,0,-4,17,El Oro_e17
1351,El Oro,2004-10-01,2004,4,0.274879408871195,0.111549026519369,0.0650296919101141,0.0552177858670719,0.111037172979731,0.172122211004675,108.088313184067,92.441279488231,135.63,1.46720167387198,16,1.57476501088029,0,-3,17,El Oro_e17
1352,El Oro,2005-01-01,2005,1,0.174042308173381,0.0509564872346698,0.0277814671855811,0.0398759647958423,0.0798670126211346,0.124723744756936,115.781471386437,98.5415405034729,150.0,1.52220068037919,17,1.57476501088029,0,-2,17,El Oro_e17
1353,El Oro,2005-04-01,2005,2,0.245759611712469,0.085273555284404,0.0433328952375416,0.0440768553129881,0.0880100681830819,0.133991781808279,108.750703257836,95.2523068290365,150.0,1.57476501088029,18,1.57476501088029,0,-1,17,El Oro_e17
1354,El Oro,2005-07-01,2005,3,0.194180242304591,0.0822976543735235,0.0490399104110386,0.0646302637740632,0.127702798062256,0.199791929310859,132.997468900384,102.348670275565,150.0,1.46557839585154,19,1.57476501088029,0,0,17,El Oro_e17
1355,El Oro,2005-10-01,2005,4,0.273067653994494,0.099900724960902,0.052094065707689,0.0544756866008446,0.106001044744922,0.155608911807962,109.147324035853,98.6969195369983,150.0,1.51980427255148,20,1.57476501088029,0,1,17,El Oro_e17
1356,El Oro,2006-01-01,2006,1,0.346715955439289,0.137577781076632,0.0798328161472056,0.0620870063656526,0.121339078957899,0.17849924084472,118.77271654305,92.2373607216816,160.0,1.73465501124633,21,1.57476501088029,0,2,17,El Oro_e17
1357,El Oro,2006-04-01,2006,2,0.397748369886149,0.113041901389276,0.0596163657848991,0.0497054412834099,0.0986335308795298,0.147425638997157,117.817799240826,93.1234183001187,160.0,1.71814998762557,22,1.57476501088029,0,3,17,El Oro_e17
1358,El Oro,2006-07-01,2006,3,0.341476101758705,0.154662475915183,0.0947983182922852,0.076724093168505,0.154073575811089,0.24208323359737,141.790919846198,111.67839942247,160.0,1.43268528943304,23,1.57476501088029,0,4,17,El Oro_e17
1359,Guayas,2004-07-01,2004,3,0.395309976637142,0.154351710992269,0.0848763116597025,0.0889849968991556,0.166315304999744,0.235012870411248,106.977177352571,77.2436502468346,135.63,1.75587248358396,15,1.69038013540163,1,-4,17,Guayas_e17
1360,Guayas,2004-10-01,2004,4,0.396342140777347,0.149796608409306,0.0803776016054654,0.0858405226390884,0.163053196171026,0.234515719477926,111.865198006223,77.5588399332955,135.63,1.74873683150301,16,1.69038013540163,1,-3,17,Guayas_e17
1361,Guayas,2005-01-01,2005,1,0.33749205713474,0.145218759235779,0.0885375173134104,0.0771777906791695,0.151740979478478,0.225831306153853,112.162824767566,88.4074825112587,150.0,1.6966889649968,17,1.69038013540163,1,-2,17,Guayas_e17
1362,Guayas,2005-04-01,2005,2,0.304686062789257,0.111174249131555,0.0575229424699995,0.0725744933358985,0.138479671181762,0.202424641394898,112.900549459886,88.7374365437398,150.0,1.69038013540163,18,1.69038013540163,1,-1,17,Guayas_e17
1363,Guayas,2005-07-01,2005,3,0.319020441479524,0.124477342555386,0.0702236899423462,0.0920087808375704,0.175553281579661,0.259647017726385,129.552652017851,92.6450093563154,150.0,1.61908343517022,19,1.69038013540163,1,0,17,Guayas_e17
1364,Guayas,2005-10-01,2005,4,0.318733623533232,0.124111381424509,0.0693816926878138,0.0796836459539867,0.156090094450179,0.234390065334851,124.490981640559,94.8449239484094,150.0,1.58152902396329,20,1.69038013540163,1,1,17,Guayas_e17
1365,Guayas,2006-01-01,2006,1,0.356617652094072,0.139692274264516,0.0779684144897577,0.0699667260180582,0.135706599821513,0.197970052024256,129.259097700521,98.3821146774125,160.0,1.62631186089695,21,1.69038013540163,1,2,17,Guayas_e17
1366,Guayas,2006-04-01,2006,2,0.405577064346958,0.143129010650632,0.0808094949048202,0.0702505559575559,0.138507256843308,0.213274590575986,124.693708605396,92.0666882349497,160.0,1.73787070076516,22,1.69038013540163,1,3,17,Guayas_e17
1367,Guayas,2006-07-01,2006,3,0.419027624748782,0.158744970387155,0.0846807457651627,0.0897099550669336,0.169270383542307,0.244156753681113,133.509622231745,93.8043809264252,160.0,1.70567726602764,23,1.69038013540163,1,4,17,Guayas_e17
1368,Los Ríos,2004-07-01,2004,3,0.482970811387287,0.192251044797917,0.105540056136885,0.0462126441419246,0.0935784549901094,0.142416826234564,74.2695015079706,66.4513413070653,135.63,2.04104232258107,15,2.13930341100718,1,-4,17,Los Ríos_e17
1369,Los Ríos,2004-10-01,2004,4,0.457195373287846,0.176346256366541,0.0944594060807264,0.0589182633412773,0.114795329733972,0.173136818168116,80.6436887649559,66.5677691966881,135.63,2.03747251315052,16,2.13930341100718,1,-3,17,Los Ríos_e17
1370,Los Ríos,2005-01-01,2005,1,0.337833499167795,0.141202246330099,0.0788200486671334,0.0463908451537781,0.0966258508652826,0.160575447575324,88.6324376566017,76.4845639701357,150.0,1.9611800370408,17,2.13930341100718,1,-2,17,Los Ríos_e17
1371,Los Ríos,2005-04-01,2005,2,0.33855578622748,0.0973102319305329,0.0496461323955643,0.0510589219633884,0.101447815211416,0.162791692737823,87.4005349575298,70.1162814158185,150.0,2.13930341100718,18,2.13930341100718,1,-1,17,Los Ríos_e17
1372,Los Ríos,2005-07-01,2005,3,0.377356926334973,0.143298912100945,0.0696254238342542,0.0575701007799148,0.113995645898693,0.173091606425918,95.9751946420325,76.843834858719,150.0,1.95201085781029,19,2.13930341100718,1,0,17,Los Ríos_e17
1373,Los Ríos,2005-10-01,2005,4,0.423956477621695,0.166248676276235,0.0906315057868764,0.0564348459178244,0.111285106881589,0.166552753213391,83.6421019383342,70.6941174861088,150.0,2.12181727891963,20,2.13930341100718,1,1,17,Los Ríos_e17
1374,Los Ríos,2006-01-01,2006,1,0.434185641550083,0.172836650812081,0.0957634098171842,0.0600186062488147,0.119963366032511,0.179661458388157,115.43278569927,105.463467860525,160.0,1.5171130178613,21,2.13930341100718,1,2,17,Los Ríos_e17
1375,Los Ríos,2006-04-01,2006,2,0.419416881734589,0.154364803253545,0.0821137384682317,0.0606983190024497,0.116305863695456,0.168116506640498,108.806059764056,90.7905032059504,160.0,1.76229885671031,22,2.13930341100718,1,3,17,Los Ríos_e17
1376,Los Ríos,2006-07-01,2006,3,0.533614561213662,0.185023065830697,0.0902508051408105,0.0590329876743786,0.114586559225403,0.166462839140277,103.226478504349,76.4726370817549,160.0,2.0922516354307,23,2.13930341100718,1,4,17,Los Ríos_e17
1377,Manabí,2004-07-01,2004,3,0.586285387429972,0.284199178087192,0.174253695677756,0.0918979370428877,0.175953694263098,0.253768519639135,73.962194933634,51.8578564617631,135.63,2.61541855475661,15,2.17246378802933,1,-4,17,Manabí_e17
